mid,dtg,y,x
ST-DEV-001,2026-02-01T05:30:00,12.359709,-1.516402
VEH-032-0,2026-02-01T05:30:00,12.364466,-1.521212
VEH-032-0,2026-02-01T05:30:30,12.36496,-1.518575
VEH-032-0,2026-02-01T05:31:00,12.362497,-1.518014
VEH-032-0,2026-02-01T05:31:30,12.361353,-1.516538
VEH-032-1,2026-02-01T05:40:00,12.364466,-1.521212
ST-DEV-001,2026-02-01T05:40:00,12.359712,-1.516373
VEH-032-1,2026-02-01T05:40:30,12.36496,-1.518575
VEH-032-1,2026-02-01T05:41:00,12.362497,-1.518014
VEH-032-1,2026-02-01T05:41:30,12.361353,-1.516538
ST-DEV-001,2026-02-01T05:50:00,12.359696,-1.516404
ST-DEV-001,2026-02-01T06:00:00,12.359728,-1.516386
ST-ASC-003,2026-02-01T06:00:00,12.359413,-1.51634
ST-ASC-003,2026-02-01T06:00:30,12.361402,-1.515987
ST-DEV-001,2026-02-01T06:10:00,12.359692,-1.51639
ST-DEV-001,2026-02-01T06:20:00,12.359692,-1.516408
ST-DEV-001,2026-02-01T06:30:00,12.359704,-1.516434
VEH-032-0,2026-02-01T06:30:00,12.362488,-1.513093
VEH-032-0,2026-02-01T06:40:00,12.362502,-1.513102
ST-DEV-001,2026-02-01T06:40:00,12.359669,-1.51641
VEH-032-1,2026-02-01T06:40:00,12.362509,-1.513096
VEH-032-0,2026-02-01T06:50:00,12.3625,-1.513097
VEH-032-1,2026-02-01T06:50:00,12.362502,-1.513091
ST-DEV-001,2026-02-01T06:50:00,12.359682,-1.516394
VEH-032-0,2026-02-01T07:00:00,12.362495,-1.513107
VEH-032-1,2026-02-01T07:00:00,12.362515,-1.513091
ST-ASC-003,2026-02-01T07:00:00,12.362491,-1.513105
LR-DEV-001,2026-02-01T07:00:00,12.359002,-1.520911
ST-DEV-001,2026-02-01T07:00:00,12.359684,-1.516425
VEH-032-1,2026-02-01T07:10:00,12.362483,-1.513112
VEH-032-0,2026-02-01T07:10:00,12.362502,-1.513109
ST-ASC-003,2026-02-01T07:10:00,12.362501,-1.513105
ST-DEV-001,2026-02-01T07:10:00,12.359726,-1.516404
LR-DEV-001,2026-02-01T07:10:00,12.359002,-1.520897
VEH-032-0,2026-02-01T07:20:00,12.362504,-1.513115
VEH-032-1,2026-02-01T07:20:00,12.362494,-1.5131
ST-ASC-003,2026-02-01T07:20:00,12.362486,-1.513099
ST-DEV-001,2026-02-01T07:20:00,12.359701,-1.516426
LR-DEV-001,2026-02-01T07:20:00,12.358992,-1.520899
ST-ASC-003,2026-02-01T07:30:00,12.36249,-1.513096
LR-DEV-001,2026-02-01T07:30:00,12.359001,-1.52091
ST-ASC-004,2026-02-01T07:30:00,12.362917,-1.522496
VEH-032-1,2026-02-01T07:30:00,12.362505,-1.513107
ST-DEV-001,2026-02-01T07:30:00,12.359413,-1.51634
ST-DEV-001,2026-02-01T07:30:30,12.360477,-1.517563
ST-DEV-001,2026-02-01T07:31:00,12.362689,-1.517976
ST-DEV-001,2026-02-01T07:31:30,12.363412,-1.516165
civ-d8b7daca-ee30-436f-8068-55f18110860d,2026-02-01T07:36:59,12.363865,-1.515215
ST-ASC-004,2026-02-01T07:40:00,12.362889,-1.522494
ST-ASC-003,2026-02-01T07:40:00,12.362492,-1.513086
LR-DEV-001,2026-02-01T07:40:00,12.359003,-1.520895
civ-d914300c-71f1-433a-9c13-50294a4699cb,2026-02-01T07:41:47,12.363898,-1.515564
civ-b7e3e859-9789-4511-9091-3013ac317000,2026-02-01T07:43:02,12.363917,-1.51535
LR-DEV-001,2026-02-01T07:50:00,12.35901,-1.520891
ST-ASC-003,2026-02-01T07:50:00,12.362493,-1.513103
ST-ASC-004,2026-02-01T07:50:00,12.362891,-1.522493
civ-aada54c8-b736-4f69-8649-471827354a37,2026-02-01T07:55:09,12.363962,-1.515324
civ-bb1a3b8d-6013-4514-b1e6-efb6fe8b0a59,2026-02-01T07:55:15,12.362849,-1.522492
civ-fb779864-9bc9-4670-9e47-b8ea339c3672,2026-02-01T07:56:01,12.362924,-1.52253
civ-fb779864-9bc9-4670-9e47-b8ea339c3672,2026-02-01T07:56:02,12.364028,-1.51543
civ-eb6bca32-ee6b-4d0a-8030-aae8db13a9d5,2026-02-01T07:56:42,12.363983,-1.51535
civ-9ab99406-c557-4ff3-9546-d37339008bda,2026-02-01T07:56:47,12.362913,-1.522482
civ-cc100b8b-4558-4c64-aa34-d02bf900f083,2026-02-01T07:57:42,12.364034,-1.515376
civ-9882446e-69c8-4759-964a-00f38ec7e4eb,2026-02-01T07:57:54,12.362857,-1.522562
civ-c967612c-4cbd-48d4-93ae-3c8a9efdb5fc,2026-02-01T07:58:13,12.362952,-1.522581
civ-4472992d-2849-4630-9c4d-54f39f5e8ed9,2026-02-01T07:59:21,12.362827,-1.522619
civ-b7fa315c-1ea4-4bff-9ffe-220fb9d76e77,2026-02-01T07:59:29,12.364024,-1.515416
civ-62d7d317-8457-4ab1-9267-775a132d353e,2026-02-01T07:59:38,12.363883,-1.515391
ST-ASC-004,2026-02-01T08:00:00,12.36291,-1.522507
ST-ASC-003,2026-02-01T08:00:00,12.361831,-1.514451
LR-ASC-004,2026-02-01T08:00:00,12.35903,-1.520731
ST-DEV-001,2026-02-01T08:00:00,12.363985,-1.515397
